distance,dq
6.08859,-0.00961
6.26801,-0.00961
5.77529,-0.00961
3.45612,0.04423
-1.00000,0.15768
5.57900,0.05413
4.40932,-0.03167
3.08150,-0.13175
2.14565,0.31961
3.08513,-0.11351
4.40069,-0.03179
4.93674,0.00631
6.34818,0.02622
7.32397,-0.00564
7.28298,-0.00073
8.72771,-0.00091
9.80770,-0.00558
11.18042,0.00005
11.49932,0.00011
12.15953,-0.00059
13.49096,0.00469
0.00000,-0.27821
6.26765,-0.01127
5.43081,-0.01127
6.26899,-0.01127
3.14079,0.04675
3.15942,0.03679
5.23804,0.01639
6.81844,-0.01187
9.03967,0.00168
8.86700,0.00168
9.88742,0.00171
9.70721,0.00171
14.16649,-0.00127
13.69863,-0.00127
13.72670,-0.00127
-1.00000,0.13202
4.40203,-0.04195
3.07982,-0.10936
2.14206,0.32730
3.08255,-0.10936
4.39466,-0.04195
4.93194,0.01094
6.34343,0.03244
7.30150,-0.00931
7.32383,0.00140
8.72929,-0.01131
9.45455,0.00318
9.45534,0.00318
8.87145,0.00318
0.00000,-0.31110
5.23389,0.01769
3.14630,0.03924
3.15717,0.03924
5.22732,0.01769
6.81293,-0.01101
-1.00000,0.14988
4.92910,0.00314
4.38455,-0.02623
3.05367,-0.12450
2.16079,0.36139
3.13478,-0.21327
4.44016,0.02675
3.30168,0.10893
4.62699,-0.03184
5.59452,0.00994
5.13237,-0.01409
4.75571,0.00913
5.82806,-0.00069
6.99403,0.00072
7.28767,-0.00069
6.45695,0.00913
8.08594,0.00016
0.00000,-0.31547
6.01469,0.00122
5.19979,0.01391
3.07148,0.04447
5.27685,-0.00001
2.67185,-0.00312
3.90506,-0.00135
5.96383,-0.00157
8.32154,-0.00157
6.97872,-0.00135
-1.00000,0.14687
9.18970,0.00403
10.56620,-0.00088
11.41200,0.00022
11.07780,-0.00088
9.77369,0.00403
8.72324,-0.00601
7.33271,-0.00713
7.28470,0.00089
6.34796,0.02477
4.94077,0.01821
4.39429,-0.04605
3.08281,-0.10228
2.14341,0.31369
3.08382,-0.10228
4.40559,-0.04605
0.00000,-0.29724
12.72693,0.00011
8.61605,-0.00103
11.07701,0.00005
11.92432,0.00005
9.64723,-0.00103
6.79526,-0.00851
5.22516,0.01838
3.15614,0.03687
3.15139,0.03687
5.23817,0.01838
-1.00000,0.14281
10.41179,0.00112
9.76065,-0.00188
9.23475,-0.00091
9.55960,0.00069
10.26344,0.00033
8.64470,-0.00277
7.19707,-0.02165
6.43588,0.03526
7.11303,-0.00943
4.93500,0.02157
4.39062,-0.05932
3.07836,-0.09243
2.14334,0.31932
3.07895,-0.09243
4.39396,-0.05932
0.00000,-0.31949
11.06435,-0.00016
9.84521,0.00084
10.73981,-0.00008
8.95681,0.00215
9.18432,0.00215
6.89660,0.00696
5.23632,0.02073
3.14387,0.03645
3.14705,0.03645
5.21756,0.02073
-1.00000,0.15513
10.77602,-0.00384
9.75565,0.00587
8.55188,-0.00498
8.90725,-0.00375
10.26022,0.00551
7.19465,-0.00115
7.09794,0.00117
6.30294,0.00743
4.91663,0.03026
4.39540,-0.05233
3.08233,-0.09047
2.14488,0.29542
3.07982,-0.09047
4.40146,-0.05233
0.00000,-0.28891
11.83904,0.00046
9.97798,-0.00161
10.80864,-0.00104
5.24363,0.01772
3.15332,0.03511
